,lemma,en,type,pos,de,note
1047,meːi,the two of us,stem,Particle,wir beide,_
1048,meːn,1DU,stem,Personal pronoun,1DU,_
1049,meːnameːn,1DU.OBL,stem,Personal pronoun,_,_
1050,meːnameːnnəl,1DU.ABL,stem,Personal pronoun,_,_
1051,meːnki,1DU,stem,Emphatic personal pronoun,1DU,_
1052,meːŋkw,_,stem,_,_,_
1053,meːŋkʷ,forest spirit,stem,Substantive,Waldgeist,_
1054,min,_,stem,_,_,_
1055,min,go,stem,Verb,gehen,"Munkácsi-Kálmán, 307b; Balandin/Vahrusheva, 54b;"
1056,minmiɣt,head off,stem,Verb,aufbrechen,_
1057,mir,nation,stem,Substantive,Volk,
1058,mir susneː xum,World-Watching Man,phrase,Proper Noun,der die Welt beschauende Mann,_
1059,mirɣ,thunder,stem,Verb,donnern,_
1060,mis,cow,stem,Substantive,Kuh,_
1061,mis,ghost,stem,Substantive,Geist,_
1062,mis xum,ghost,phrase,Substantive,Geist,_
1063,miɣ,_,stem,_,_,_
1064,miɣ,give,stem,Verb,geben,_
1065,miːn,_,stem,_,_,_
1066,mojt,_,stem,_,_,_
1067,molal,_,stem,_,_,_
1068,molax,erstwhile,stem,Adverb,früher,_
1069,molʲax,fast,stem,Adverb,schnell,"Munkácsi-Kálmán, 312b; Balandin/Vahrusheva, 55b; "
1070,molʲəxnuw,_,stem,_,_,_
1071,mori,"all at once, suddenly",stem,Adverb,"auf einmal, plötzlich",_
1072,mori ma,_,phrase,_,_,_
1073,mortim ekʷa,_,phrase,_,_,_
1074,mortim ma,_,phrase,_,_,_
1075,mortim uj,_,phrase,_,_,_
1076,mos,until,stem,Postposition,bis,_
1077,mos,illness,stem,Substantive,Krankheit,B&V 56b
1078,mosʲ,a little,stem,Adverb,ein bisschen,_
1079,mosʲsʲa,_,stem,_,_,_
1080,mot,_,stem,_,_,_
1081,movint,_,stem,_,_,_
1082,mowint,_,stem,_,_,_
1083,mowintʲ,laugh,stem,Verb,lachen,_
1084,mowr,stick,stem,Substantive,Knotenstock,_
1085,mowr nʲaːl,dull arrow,phrase,Substantive,Stumpfpfeil,_
1086,mowrnʲaːl,sap,stem,Substantive,Knüppel,_
1087,moːjt,tale,stem,Substantive,Märchen,_
1088,moːl,previous,stem,Adjective,vorig,_
1089,moːl xoːtal,_,phrase,_,_,_
1090,moːl xoːtəl,yesterday,phrase,Adverb,gestern,_
1091,moːlal,_,stem,_,_,_
1092,moːlalʲ,once,stem,Adverb,einst,Munk
1093,moːrsəŋ,appropriate,stem,Adjective,entsprechend,_
1094,moːrtim eːkʷa,southland woman,phrase,Proper Noun,Südlandalte,
1095,moːrtim maː,Southland,phrase,Proper Noun,Südland,"Munkácsi-Kálmán 315a; Balandin/Vahrusheva, 56a; Böger et. al, 2000; Langenscheidt Taschenwörterbuch Russisch, 2003"
1096,moːrtim uːj,migratory bird,phrase,Substantive,Zugvogel,"Munkácsi-Kálmán, 315a;"
1097,moːsmaltal,maim,stem,Verb,verstümmeln,_
1098,moːt,different,stem,Adjective,anders,_
1099,moːtan,other,stem,Pro-form,anderer,_
1100,moːtpal,foreign,stem,Adjective,ausländisch,_
1101,mujl,_,stem,_,_,_
1102,mulɣalʲ uːntt,place sth opposite the door,phrase,Verb,gegenüber der Tür platzieren,_
1103,mulɣalʲ=,around,proclitic,Preverb,ringsumher,_
1104,munt,just now,stem,Adverb,soeben,_
1105,munt taɣəl,just now,phrase,Adverb,soeben,_
1106,murt,inveigh,stem,Verb,schimpfen,M/K 321b
1107,muvint,_,stem,_,_,_
1108,muwl,all around,stem,Adverb,rundherum,_
1109,muwr,bat,stem,Substantive,Klotz,_
1110,muwər,_,stem,_,_,_
1111,muːjl,be guest,stem,Verb,zu Gast sein,"Munkácsi-Kálmán, 318b; Balandin/Vahrusheva, 57b, Böger et. al, 2000"
1112,muːnt,_,stem,_,_,_
1113,muːs,as,stem,Postposition,nach,_
1114,muːsxal,measure,stem,Substantive,Maß,_
1115,muːsxal,according to,stem,Postposition,nach,_
1116,məɣ,_,stem,_,_,_
1117,mʲerov,Merov,stem,Proper Noun,_,_
1118,mʲunxʲen,[Ru. Munich],stem,Proper Noun,[Ru. München],_
1119,na:l joxt,_,phrase,Verb,_,_
1120,nadʲeʒda,Nadʲeʒda,stem,Proper Noun,Nadʲeʒda,_
1121,nai,_,stem,_,_,_
1122,nai,_,stem,_,_,_
1123,naj,_,stem,_,_,_
1124,naj,_,stem,_,_,_
1125,naj aɣə,mistress,phrase,Substantive,Herrin,_
1126,naj tene warmalʲ,energy,phrase,Substantive,Energie,_
1127,nak,sin,stem,Substantive,Sünde,_
1128,nal,barrel,stem,Substantive,Schaft,_
1129,naluw peːt,put into the kettle,phrase,Verb,in den Kessel legen,_
1130,naluw taɣat,hang towards the fire,phrase,Verb,in Richtung des Feuers aufhängen,_
1131,naluw waɣl,betake oneself onto the water,phrase,Verb,sich auf das Wasser begeben,_
1132,naluw=,towards the river,proclitic,Preverb,_,_
1133,nam,name,stem,Substantive,Name,_
1134,nampa,named,stem,Postposition,namens,_
1135,nan,_,stem,_,_,_
1136,nanan,_,stem,_,_,_
1137,nanann,2PL.DLAT,stem,Personal pronoun,2PL.DLAT,_
1138,nank,_,stem,_,_,_
1139,nariɣt,push,stem,Verb,schieben,_
1140,narmət,push away,stem,Verb,wegschieben,_
1141,narumt,flounce in,stem,Verb,hineinstürzen,_
1142,nas,only,stem,Adverb,nur,"Munkácsi-Kálmán, 338a; Balandin/Vahrusheva, 60b; Böger et al, 2000; Langenscheidt Taschenwörterbuch Russisch, 2003"
1143,nas ati,_,stem,_,_,_
1144,nas aːti,_,stem,_,_,_
1145,nasatʲi,as it turns out,stem,Adverb,wie sich herausstellt,_
1146,nasaːtʲi,_,stem,_,_,_
1147,nauka,[Ru. science],stem,Substantive,[Ru. Wissenschaft],russ.
1148,nawl,_,stem,_,_,_
1149,nawram,_,stem,_,_,_
1150,naŋ,2SG,stem,Personal pronoun,2SG,"Munkácsi-Kálmán, 328a; Balandin/Vahrusheva, 60a"
1151,naŋan,_,stem,_,_,_
1152,naŋen,2SG.DLAT,stem,Personal pronoun,2SG.DLAT,_
1153,naŋk,_,stem,_,_,_
1154,naŋki,2SG,stem,Emphatic personal pronoun,2SG,_
1155,naŋən,2SG.OBL,stem,Personal pronoun,2SG.OBL,_
1156,naːj,mistress,stem,Substantive,Gebieterin,_
1157,naːj,fire,stem,Substantive,Feuer,_
1158,naːjiːw,firewood,stem,Substantive,Feuerholz,_
1159,naːl joxt,come to the water,phrase,Verb,zum Wasser kommen,_
1160,naːl min,go towards the water,phrase,Verb,in Richtung Wasser gehen,_
1161,naːl puwtam,push towards the water,phrase,Verb,ins Wasser schieben,_
1162,naːl sʲeːltamt,throw,phrase,Verb,werfen,_
1163,naːl taɣat,hang,phrase,Verb,aufhängen,_
1164,naːl taːl,get on a boat,phrase,Verb,ins Boot steigen,_
1165,naːl waːɣl,get to the water,phrase,Verb,sich zum Wasser begeben,_
1166,naːl=,towards the water,proclitic,Preverb,in Richtung des Wassers,_
1167,naːlm,down (at the water),stem,Adverb,unten (am Wasser),_
1168,naːlməl,from the river,stem,Adverb,vom Fluss,_
1169,naːluw narmtaxt,push oneself towards the water,phrase,Verb,sich ans Wasser schieben,_
1170,naːluw peːt,put into the kettle,phrase,Verb,in den Kessel legen,_
1171,naːluw=,towards the river,proclitic,Preverb,in Richtung Fluss,_
1172,naːluː laj,throw into the water,phrase,Verb,ins Wasser werfen,_
1173,naːluː=,_,proclitic,_,_,_
1174,naːlw xajt,run towards the water,phrase,Verb,in Richtung des Wassers laufen,_
1175,naːlw=,towards the shore,proclitic,Preverb,in Richtung des Ufers,_
1176,naːlwalʲ=,_,proclitic,_,_,_
1177,naːn,2PL,stem,Personal pronoun,2PL,_
1178,naːnan,2PL.OBL,stem,Personal pronoun,2PL.OBL,"Munkácsi-Kálmán, 328b"
1179,naːnki,2PL,stem,Emphatic personal pronoun,2PL,_
1180,naːnki,_,stem,_,_,_
1181,naːŋ,_,stem,_,_,_
1182,naːŋk,larch,stem,Substantive,Lärche,"M&K 329, B&V 60"
1183,naːŋk,be visible,stem,Verb,sichtbar sein,"Munkácsi-Kálmán, 329a; Balandin/Vahrusheva, 60a; Böger et. al, 2000"
1184,naːŋki,_,stem,_,_,_
1185,naːŋtʲ,_,stem,_,_,_
1186,ne,_,stem,_,_,_
1187,neiɣl,_,stem,_,_,_
1188,nejl,_,stem,_,_,_
1189,nejəl,_,stem,_,_,_
1190,nelum,_,stem,_,_,_
1191,nematər,nothing,phrase,Negative pronoun,nichts,_
1192,nen,_,stem,_,_,_
1193,nenan,2DU.OBL,stem,Personal pronoun,2DU.OBL,_
1194,neŋkeːn,2DU,stem,Solitary personal pronouns,2DU,_
1195,neɣ,_,stem,_,_,_
1196,neɣsal,_,stem,_,_,_
1197,neː,woman,stem,Substantive,Frau,_
1198,neː-,NEG,prefix,Indefinite pronoun,NEG,_
1199,neːmat,nothing,phrase,Negative indefinite pronoun,nichts,_
1200,neːmatər,_,phrase,_,_,_
1201,neːmatər sir,no one,phrase,Negative indefinite pronoun,niemand,_
1202,neːmxottalʲ,nowhere,phrase,Indefinite pronoun,nirgendwohin,_
1203,neːmxoːt,nowhere,phrase,Indefinite pronoun,nirgendwo,_
1204,neːn,2DU,stem,Personal pronoun,2DU,_
1205,neːnann,2DU.DLAT,stem,Personal pronoun,2DU.DLAT,_
1206,neːnki,_,stem,_,_,_
1207,neːpak,book,stem,Substantive,Buch,_
1208,neːŋki,2DU,stem,Emphatic personal pronoun,2DU,_
1209,neːɣ,tie,stem,Verb,binden,"Munkácsi-Kálmán, 335b; "
1210,neːɣ,_,stem,_,_,_
1211,neːɣl,appear,stem,Verb,sichtbar werden,_
1212,neːɣlap,appear,stem,Verb,erscheinen,_
1213,neːɣsal,tie,stem,Verb,binden,M/K 336a
1214,ngu,[Ru. NGU],stem,Proper Noun,[Ru. NGU],_
1215,nikolajevič,Nikolajevič,stem,Proper Noun,Nikolajevič,_
1216,nila,_,stem,_,_,_
1217,nilit,_,stem,_,_,_
1218,nir,_,stem,_,_,_
1219,nomelmat,_,stem,_,_,_
1220,noms,think,stem,Verb,denken,"Munkácsi-Kálmán, 340a;  Balandin/Vahrusheva, 64a"
1221,nomsaxt,think,stem,Verb,nachdenken,M-K 340a
1222,nomt,reason,stem,Substantive,Verstand,
1223,noməlmat,think,stem,Verb,denken,"Munkácsi-Kálmán, 339b; Balandin/Vahrusheva, 64b; Papp, 1962;"
1224,noməs,think,stem,Verb,denken,_
1225,nopəl,_,stem,_,_,_
1226,not,age,stem,Substantive,Zeitalter,
1227,not palətəɣ,while,phrase,Postposition,während,_
1228,novosʲibʲirskʲij gosudarstvʲennɨj unʲivʲersʲitʲet,[Ru. Novosibirsk State University],phrase,Proper Noun,[Ru. Staatliche Universität von Novosibirsk],_
1229,now,begin,stem,Verb,beginnen,_
1230,nowlʲ,_,stem,_,_,_
1231,nowəl,_,stem,_,_,_
1232,nowəɣ,touch,stem,Verb,berühren,B/V 64a
1233,nox entxat,gird,phrase,Verb,umgürten,_
1234,nox kwal,_,phrase,_,_,_
1235,nox kʷaːl,_,phrase,_,_,_
1236,nox palt,heat up,phrase,Verb,stark heizen,_
1237,nox saikal,wake up,phrase,Verb,aufwachen,_
1238,nox tot,bring up,phrase,Verb,hinauf bringen,_
1239,nox xaŋx,_,phrase,_,_,_
1240,nox=,up,proclitic,Preverb,auf,_
1241,noxs,_,stem,_,_,_
1242,noxəs,_,stem,_,_,_
1243,noŋ pelamt,ignite,phrase,Verb,anzünden,_
1244,noŋ=,_,proclitic,_,_,_
1245,noŋk=,_,proclitic,_,_,_
1246,noŋx joxt,raise,phrase,Verb,sich erheben,_
1247,noŋx keːr,bead,phrase,Verb,aufreihen,_
1248,noŋx kʷal,_,phrase,_,_,_
1249,noŋx kʷalap,stand up suddenly,phrase,Verb,plötzlich aufstehen,_
1250,noŋx pat,come up,phrase,Verb,hinauf kommen,_
1251,noŋx tal,get on,phrase,Verb,einsteigen,_
1252,noŋx talt,load,phrase,Verb,beladen,_
1253,noŋx unt,stand up,phrase,Verb,aufstehen,_
1254,noŋx wi,pick up,phrase,Verb,aufnehmen,_
1255,noŋx xart,stretch,phrase,Verb,spannen,_
1256,noŋx xartiɣl,drag up,phrase,Verb,hinauf zerren,_
1257,noŋx xaŋxəɣt,climb up fast,phrase,Verb,schnell hinauf klettern,_
1258,noŋx=,_,proclitic,_,_,_
1259,noŋxa=,_,proclitic,_,_,_
1260,noŋxal,_,stem,_,_,_
1261,noːmilmat,_,stem,_,_,_
1262,noːx kʷaːltap,rouse,phrase,Verb,aufscheuchen,_
1263,noːx saːjkal,wake up,phrase,Verb,aufwachen,_
1264,noːx uːnt,sit up,phrase,Verb,sich aufsetzen,_
1265,noːx xaːŋx,climb up,phrase,Verb,hochklettern,_
1266,noːx=,_,proclitic,_,_,_
1267,noːŋx aːŋkʷat,look up,phrase,Verb,hinauf blicken,_
1268,noːŋx kʷaːl,pop up,phrase,Verb,auftauchen,_
1269,noːŋx nejl,appear,phrase,Verb,erscheinen,_
1270,noːŋx neɣl,_,phrase,_,_,_
1271,noːŋx patt,take,phrase,Verb,nehmen,_
1272,noːŋx paːjalt,start boiling,phrase,Verb,zu sieden beginnen,_
1273,noːŋx xulʲiɣt,surface,phrase,Verb,auftauchen,_
1274,noːŋx=,_,proclitic,_,_,_
1275,noːŋxalʲ,upwards,stem,Adverb,hinauf,"M&K 342, B&V 64"
1276,nu,well now,stem,Interjection,nun,_
1277,nuj,peel,stem,Verb,schälen,_
1278,nujiɣ,flense,stem,Verb,schinden,_
1279,nujɣ,_,stem,_,_,_
1280,numi,upper,stem,Adjective,ober,_
1281,numipaːleːt,above,phrase,Postposition,über,_
1282,numipaːlna,above,phrase,Postposition,über,_
1283,numn,up there,stem,Adverb,oben,_
1284,numəl,from above,stem,Postposition,von oben,_
1285,numən,_,stem,_,_,_
1286,nupəl,_,stem,_,_,_
1287,nur,anger,stem,Substantive,Zorn,_
1288,nusa,poor,stem,Adjective,arm,_
1289,nusam,_,stem,_,_,_
1290,nuːl,rapid flow of the river,stem,Substantive,schneller Lauf des Flusses,_
1291,nuːpl,_,stem,_,_,_
1292,nuːpəl,towards,stem,Postposition,gegen,
1293,nʲajt,shaman,stem,Substantive,Schamane,M-K 350 a
1294,nʲajt xum,shaman,phrase,Substantive,Schamane,_
1295,nʲal,_,stem,_,_,_
1296,nʲar,fresh,stem,Adjective,frisch,_
1297,nʲar,_,stem,_,_,_
1298,nʲar,moor,stem,Substantive,Moor,_
1299,nʲara,_,stem,_,_,_
1300,nʲas,fang of bear,stem,Substantive,Bärenkralle,_
1301,nʲaul,pursue,stem,Verb,verfolgen,"Munkácsi-Kálmán, 359b; Böger et. al, 2000; Langenscheidt Taschenwörterbuch Russisch, 2003; Langenscheidts Taschenwörterbuch der englischen und deutschen Sprache, 1960"
1302,nʲawl,_,stem,_,_,_
1303,nʲawlxat,hurry up,stem,Verb,sich beeilen,"Munkácsi-Kálmán, 359b; Balandin/Vahrusheva, 68b"
1304,nʲawlə,follow,stem,Verb,verfolgen,M-K 359a
1305,nʲawram,_,stem,_,_,_
1306,nʲaŋra,forceful,stem,Adjective,stark,_
1307,nʲaːksʲataːl,flop,stem,Verb,hinplumpsen,B&V 68b
1308,nʲaːl,arrow,stem,Substantive,Pfeil,_
1309,nʲaːluw peːt,_,phrase,_,_,_
1310,nʲaːluw=,_,proclitic,_,_,_
1311,nʲaːlʲ,_,stem,_,_,_
1312,nʲaːlʲ,trap,stem,Substantive,Falle,_
1313,nʲaːr,raw,stem,Adjective,roh,M-K 256 b
1314,nʲaːra,shoe,stem,Substantive,Schuh,Sense 2 M-K 357 a
1315,nʲaːwram,child,stem,Substantive,Kind,"Munkácsi-Kálmán, 359b; Balandin/Vahrusheva, 68a; Böger et. al, 2000"
1316,nʲelm,_,stem,_,_,_
1317,nʲelum,_,stem,_,_,_
1318,nʲemʲets,[Ru. German],stem,Substantive,"[Ru. Deutsche,r]",_
1319,nʲemʲetskʲij,[Ru. German],stem,Adjective,[Ru. deutsch],_
1320,nʲeːlm,tongue,stem,Substantive,Zunge,_
1321,nʲeːntsati,reindeer calf,stem,Substantive,(gelte) Wildrentierkuh,_
1322,nʲil,_,stem,_,_,_
1323,nʲila,four,stem,Numeral,vier,_
1324,nʲilit,fourth,stem,Ordinal numeral,vierte,_
1325,nʲir,brushwood,stem,Substantive,Reis,_
1326,nʲiras,pull at,stem,Verb,zerren,_
1327,nʲol,peak,stem,Substantive,Spitze,_
1328,nʲolant,lick,stem,Verb,lecken,M-K 366b
1329,nʲolkʷaːliɣ,rein,stem,Substantive,Zügel des Rentiers,_
1330,nʲoluwj,lick,stem,Verb,lecken,_
1331,nʲor,creep,stem,Verb,kriechen,_
1332,nʲoul,_,stem,_,_,_
1333,nʲowi,move,stem,Verb,sich bewegen,_
1334,nʲowit,move,stem,Verb,bewegen,_
1335,nʲowlʲ,_,stem,_,_,_
1336,nʲowəl,_,stem,_,_,_
1337,nʲowəmtapt,_,stem,_,_,_
1338,nʲoxsaŋ,_,stem,_,_,_
1339,nʲoxəs,sable,stem,Substantive,Zobel,_
1340,nʲoːr,Ural,stem,Substantive,Ural,_
1341,nʲoːwlʲ,meat,stem,Substantive,Fleisch,"M&K 371a, B&V 61b"
1342,nʲoːwlʲ,farther,stem,Adverb,weiter,_
1343,nʲoːxəs,_,stem,_,_,_
1344,nʲuli,rainbow,stem,Substantive,Regenbogen,_
1345,nʲuli kis,rainbow,phrase,Substantive,Regenbogen,_
1346,nʲult,_,stem,_,_,_
1347,nʲulti,swear,stem,Verb,schwören,_
1348,nʲusm,relative (in-law),stem,Substantive,Verwandter (angeheiratet),M-K 376 a
1349,oika,_,stem,_,_,_
1350,oj,escape,stem,Verb,fliehen,_
1351,oj,fall asleep,stem,Verb,einschlafen,_
1352,ojap,escape,stem,Verb,fliehen,_
1353,ojejp,_,stem,_,_,_
1354,ojilmat,fall asleep,stem,Verb,einschlafen,_
1355,ojiɣp,end,stem,Verb,enden,_
1356,ojk,_,stem,_,_,_
1357,ojka,_,stem,_,_,_
1358,ojt,pay,stem,Verb,zahlen,_
1359,ol,_,stem,_,_,_
1360,oln,money,stem,Substantive,Geld,_
1361,oltim,in single rank,stem,Adverb,im Gänsemarsch,_
1362,olən,silver,stem,Substantive,Silber,_
1363,ons,_,stem,_,_,_
1364,onʲsʲ,_,stem,_,_,_
1365,opa,_,stem,_,_,_
1366,oras,log,stem,Substantive,Holzscheit,_
1367,os,_,stem,_,_,_
1368,os,and,stem,Coordinating conjunction,und,_
1369,os,HORT,stem,Particle,HORT,_
1370,os,surface,stem,Substantive,Oberfläche,_
1371,os,possibility,stem,Substantive,Möglichkeit,_
1372,osma,pillow,stem,Substantive,Polster,_
1373,osta,again,stem,Particle,wieder,_
1374,ostaː,_,stem,_,_,_
1375,osti,again,stem,Particle,wieder,_
1376,osəŋ,thick,stem,Adjective,dick,_
1377,osʲ,_,stem,_,_,_
1378,osʲa,_,stem,_,_,_
1379,osʲmarl,outwit,stem,Verb,listig handeln,_
1380,osʲsʲa,narrow,stem,Adjective,schmal,_
1381,oter,_,stem,_,_,_
1382,otər,_,stem,_,_,_
1383,oul,_,stem,_,_,_
1384,owl,_,stem,_,_,_
1385,owləŋ,guilty,stem,Adjective,schuldig,_
1386,oxsar,fox,stem,Substantive,Fuchs,_
1387,oːjka,husband,stem,Substantive,Mann,_
1388,oːjkarsʲ,old man,stem,Substantive,Alter,_
1389,oːka,_,stem,_,_,_
1390,oːl,be,stem,Verb,sein,_
1391,oːlt,lengthen,stem,Verb,verlängern,_
1392,oːltul,wealth,stem,Substantive,Reichtum,_
1393,oːləm,_,stem,_,_,_
1394,oːnsʲ,_,stem,_,_,_
1395,oːnʲs,_,stem,_,_,_
1396,oːnʲsʲ,have,stem,Verb,haben,_
1397,oːnʲsʲiɣl,wear,stem,Verb,tragen,_
1398,oːnʲɣ,sister-in-law,stem,Substantive,Schwägerin,_
1399,oːpa,grandfather,stem,Substantive,_,_
1400,oːr,cooker,stem,Substantive,Herd,_
1401,oːrəm,time,stem,Substantive,Zeit,_
1402,oːs,_,stem,_,_,_
1403,oːs,and,stem,Coordinating conjunction,und,_
1404,oːter,_,stem,_,_,_
1405,oːtər,prince,stem,Substantive,Fürst,_
1406,oːwl,guilt,stem,Substantive,Schuld,_
1407,oːwl,end,stem,Substantive,Ende,_
1408,oːwltit,_,stem,_,_,_
1409,oːwlət,at the beginning,stem,Adverb,anfangs,_
1410,oːwuml,change into,stem,Verb,sich verwandeln,_
1411,oːwəl,_,stem,_,_,_
1412,oːwəlt,to begin,stem,Verb,anfangen,_
1413,oːwəltit,about,stem,Postposition,über,_
1414,oːŋx,resin,stem,Substantive,Harz,_
1415,oːŋxəŋ,tanned leather,stem,Substantive,gegerbtes Leder,_
1416,pa lʲeːxtxat,get stuck,phrase,Verb,stecken bleiben,_
1417,pa=,_,proclitic,_,_,_
1418,pait,_,stem,_,_,_
1419,paitiɣl,_,stem,_,_,_
1420,pajt,_,stem,_,_,_
1421,pajtaxt,boil,stem,Verb,kochen,M-K 402 b
1422,palit,length,stem,Substantive,Länge,_
1423,palit,_,stem,_,_,_
1424,palt,to,stem,Postposition,zu,"Munkácsi-Kálmán, 407a; Balandin/Vahrusheva, 75b;"
1425,palt,_,stem,Verb,_,_
1426,paləɣ puns,open (in two),phrase,Verb,aufsperren,_
1427,paləɣ=,_,proclitic,_,_,_
1428,palʲ,ear,stem,Substantive,Ohr,_
1429,palʲj,seize,stem,Verb,ergreifen,_
1430,palʲpaːl,one ear,stem,Substantive,ein Ohr,_
1431,palʲsʲimsʲak,earring,phrase,Substantive,Ohrring,ESkr
1432,pan,_,stem,_,_,_
1433,pan tene ojka,_,phrase,_,_,_
1434,par,urge,stem,Verb,antreiben,_
1435,par,end,stem,Verb,enden,_
1436,parxat,tussle,stem,Verb,balgen,_
1437,parəs,benefit,stem,Substantive,Nutzen,_
1438,parɣ,_,stem,_,_,_
1439,parɣalt,shake off,stem,Verb,ausklopfen,_
1440,pas,_,stem,_,_,_
1441,pas,smell,stem,Verb,riechen,"M/K 418a, 'B/V 78b"
1442,pasa,_,stem,_,_,_
1443,pasan,table,stem,Substantive,Tisch,_
1444,pasapa,get,stem,Verb,gelangen,_
1445,pasat,prick,stem,Verb,stechen,M&K 417b
1446,pasmat,_,stem,_,_,_
1447,passa,_,stem,_,_,_
1448,pasəŋ,noble,stem,Adjective,hehr,_
1449,pasʲa,greeting,stem,Substantive,Gruß,_
1450,pat,only,stem,Particle,nur,_
1451,pat,shoot,stem,Verb,schießen,_
1452,pat,fall,stem,Verb,fallen,"Munkácsi-Kálmán, 422a; Balandin/Vahrusheva, 79b"
1453,patap,get,stem,Verb,gelangen,"M&K 425b, "
1454,patit,end,stem,Substantive,Ende,_
1455,patiɣl,fall,stem,Verb,fallen,_
1456,patr,_,stem,_,_,_
1457,patt,lift,stem,Verb,aufnehmen,_
1458,patt,drop,stem,Verb,zukommen lassen,"Munkácsi-Kálmán, 424b; Balandin/Vahrusheva, 79b;"
1459,patta,bottom,stem,Substantive,Boden,_
1460,pattal,drop,stem,Verb,fallen lassen,_
1461,pattaː,_,stem,_,_,_
1462,patəɣl,fall,stem,Verb,fallen,M/K 424
1463,paul,_,stem,_,_,_
1464,pawl,_,stem,_,_,_
1465,pawəl,_,stem,_,_,_
1466,paxot,_,stem,_,_,_
1467,paxwt,_,stem,_,_,_
1468,paxwtasʲl,throw,stem,Verb,werfen,_
1469,paŋx,fly agaric,stem,Substantive,Fliegenpilz,M-K 412 b
1470,paŋx tene xum,shaman,phrase,Proper Noun,Schamane,_
1471,paŋxwit,_,stem,_,_,_
1472,paɣ joxt,_,phrase,_,_,_
1473,paɣ min,_,phrase,_,_,_
1474,paɣlʲe,towards the shore,stem,Adverb,gegen das Ufer,_
1475,paː jal,go up the hill,phrase,Verb,den Berg hinauf gehen,_
1476,paː ji,come to the bank,phrase,Verb,ans Ufer kommen,_
1477,paː joxt,_,phrase,_,_,_
1478,paː keːt,send,phrase,Verb,schicken,_
1479,paː kosxat,crawl to the bank,phrase,Verb,zum Ufer kriechen,_
1480,paː kʷaːl,land on shore,phrase,Verb,anlanden,_
1481,paː min,_,phrase,_,_,_
1482,paː pat,get to the bank,phrase,Verb,ans Ufer gelangen,_
1483,paː poːxt,debark on shore,phrase,Verb,am Ufer anlanden,_
1484,paː=,_,proclitic,_,_,_
1485,paːit,_,stem,_,_,_
1486,paːjalt,start boiling,stem,Verb,zu sieden anfangen,_
1487,paːjaltam,start boiling,stem,Verb,zu sieden anfangen,_
1488,paːjp,bag made of birchbark,stem,Substantive,Birkenrinden-Ranzen,B
1489,paːjt,boil,stem,Verb,kochen,"Munkácsi-Kálmán, 402a; Balandin/Vahrusheva, 75a;"
1490,paːl,side,stem,Substantive,Seite,_
1491,paːliɣ manəmt,open,phrase,Verb,öffnen,_
1492,paːliɣ pokmat,break into two parts,phrase,Verb,entzweibrechen,_
1493,paːliɣ=,apart,proclitic,Preverb,auseinander,_
1494,paːlt,start a fire,stem,Verb,ein Feuer entfachen,_
1495,paːlt,_,stem,Postposition,_,_
1496,paːləɣ xart,open,phrase,Verb,aufmachen,_
1497,paːləɣ=,_,proclitic,_,_,_
1498,paːntt,flat,stem,Adjective,platt,_
1499,paːp,buttocks,stem,Substantive,Gesäß,M&K 413b
1500,paːrt,board,stem,Substantive,Brett,M-K 415 a
1501,paːs,limit,stem,Substantive,Grenze,
1502,paːsnəl,from,stem,Postposition,von,_
1503,paːssa,mitt,stem,Substantive,Fausthandschuh,_
1504,paːsəl,to,stem,Postposition,bis,_
1505,paːsʲirt,press,stem,Verb,drücken,_
1506,paːt,_,stem,_,_,_
1507,paːtər,disappear,stem,Verb,verschwinden,_
1508,paːwl,_,stem,_,_,_
1509,paːwəl,village,stem,Substantive,Dorf,Mun
1510,paːxt,_,stem,_,_,_
1511,paːxwt,shoot,stem,Verb,schießen,"M/K 401a, B&V 80a"
1512,paːxʷt,_,stem,_,_,_
1513,paːxʷt,_,stem,_,_,_
1514,paːŋk,grime,stem,Substantive,Ruß,_
1515,paːŋxwit,in width of,stem,Adjective,von der Breite,_
1516,paːɣ joxt,get ashore,phrase,Verb,ans Ufer kommen,_
1517,paːɣ min,go to the bank,phrase,Verb,ans Ufer gehen,_
1518,paːɣ tot,bring ashore,phrase,Verb,ans Ufer bringen,_
1519,paːɣ xaːrt,drag ashore,phrase,Verb,ans Ufer schleppen,_
1520,paːɣ=,to the bank,proclitic,Preverb,ans Ufer,_
1521,peat,_,stem,_,_,_
1522,pel,_,stem,_,_,_
1523,pelaml,catch fire,stem,Verb,sich entzünden,MK 429a
1524,pelamt,_,stem,_,_,_
1525,pelp,_,stem,_,_,_
1526,per,_,stem,_,_,_
1527,pes,_,stem,_,_,_
1528,pestal,_,stem,_,_,_
1529,peːl,prick,stem,Verb,stechen,_
1530,peːlamt,ignite,stem,Verb,anzünden,KM 429a; BV 80a
1531,peːlp,fast,stem,Adjective,schnell,M-K 430 a
1532,peːlpəsʲ,fast,stem,Adverb,schnell,_
1533,peːləp,quickness,stem,Substantive,Flinkheit,_
1534,peːn,put into,stem,Verb,hineinstecken,_
1535,peːr,turn,stem,Verb,drehen,_
1536,peːr,crossbeam,stem,Substantive,Querbalken,_
1537,peːrj,choose,stem,Verb,auswählen,_
1538,peːs,old,stem,Adjective,alt,_
1539,peːs,before,stem,Adverb,früher,_
1540,peːsmat,to disengage oneself,stem,Verb,sich lösen,M&K 436a
1541,peːst,disengage,stem,Verb,lösen,_
